Document No.,Sell-to Customer No.,Sell-to Customer Name,No.,Description,Posting Date,Quantity,Unit Price Excl. Tax,Amount
PS-INV187737,10899-01,Wood Fruitticher *HBH* (USE MASTER FOR PO's) ,F51136,"Cs. Texas Toast 1"" 12lvs",2/19/2026,84.,28.49,"2,393.16"
PS-INV187737,10899-01,Wood Fruitticher *HBH* (USE MASTER FOR PO's) ,F51134,Cs. Club Wheat 12lvs,2/19/2026,32.,28.49,911.68
PS-INV187737,10899-01,Wood Fruitticher *HBH* (USE MASTER FOR PO's) ,F51130,Cs. Club White 12lvs,2/19/2026,64.,28.49,"1,823.36"
PS-INV187737,10899-01,Wood Fruitticher *HBH* (USE MASTER FOR PO's) ,F53094,"Cs. 6"" Italian 12-6pks",2/19/2026,168.,25.25,"4,242.00"
PS-INV187737,10899-01,Wood Fruitticher *HBH* (USE MASTER FOR PO's) ,F51034,"Cs. Sour Dough Hearth 5/8"" 8lvs",2/19/2026,24.,37.95,910.80
PS-INV187788,10719-4,US Foods - Columbia/Lexington,F53005,"Cs. 4"" Gourmet PDS Bun 8-12pk",2/11/2026,76.,39.00,"2,964.00"
PS-INV187788,10719-4,US Foods - Columbia/Lexington,F51414,"Cs. Cranberry 9 Grain Hearth 5/8"" 8lvs",2/11/2026,12.,64.00,768.00
PS-INV187788,10719-4,US Foods - Columbia/Lexington,F51077,"Cs. Oatie Multigrain 5/8"" 8lvs",2/11/2026,48.,56.00,"2,688.00"
PS-INV187788,10719-4,US Foods - Columbia/Lexington,F53094,"Cs. 6"" Italian 12-6pks",2/11/2026,16.,39.00,624.00
PS-INV187788,10719-4,US Foods - Columbia/Lexington,F530041,"Cs. 4"" S&P Brioche Bun 8-12pk",2/11/2026,60.,46.00,"2,760.00"
PS-INV187788,10719-4,US Foods - Columbia/Lexington,F53310,Cs. LobsterRoll 12-12,2/11/2026,16.,48.06,768.96
PS-INV187788,10719-4,US Foods - Columbia/Lexington,F56251,Cs. Challah Sliders Sliced 18-12pks,2/11/2026,60.,44.00,"2,640.00"
PS-INV187788,10719-4,US Foods - Columbia/Lexington,F53001,"Cs. 4"" Brioche Bun 8-12pk",2/11/2026,24.,43.50,"1,044.00"
PS-INV187788,10719-4,US Foods - Columbia/Lexington,F51024,"Cs. Marble Rye 5/8"" 8lvs",2/11/2026,12.,54.00,648.00
PS-INV187788,10719-4,US Foods - Columbia/Lexington,F54005,Cs. Potato Roll 12-16pk,2/11/2026,48.,50.05,"2,402.40"
PS-INV187790,11005,Dot Foods Inc.,F530142,Cs. Knot Roll 8-12pk,2/19/2026,576.,33.42,"19,249.92"
PS-INV187790,11005,Dot Foods Inc.,F540212,Cs. HBH White Mountain Roll,2/19/2026,32.,26.96,862.72
PS-INV187790,11005,Dot Foods Inc.,F540222,Cs. HBH Mini Twist,2/19/2026,64.,29.53,"1,889.92"
PS-INV187790,11005,Dot Foods Inc.,F540202,Cs. HBH Wheat Roll,2/19/2026,32.,26.22,839.04
PS-INV187811,12692,United Food Service,F53116,"Cs. 7"" French Hinged 12",2/4/2026,248.,32.50,"8,060.00"
PS-INV187811,12692,United Food Service,F53122,"Cs. 8"" Italian Hinged 12-6pk",2/4/2026,28.,42.75,"1,197.00"
PS-INV187849,13077,"Ben E Keith - Little Rock, AR",F53122,"Cs. 8"" Italian Hinged 12-6pk",2/17/2026,224.,30.00,"6,720.00"
PS-INV187859,12707,PFG Florence SC,F53001,"Cs. 4"" Brioche Bun 8-12pk",2/23/2026,168.,46.60,"7,828.80"
PS-INV188154,10719-4,US Foods - Columbia/Lexington,F53093,"Cs. 6"" Philly Unsliced",2/18/2026,8.,47.20,377.60
PS-INV188154,10719-4,US Foods - Columbia/Lexington,F51026,"Cs. Marble Rye 3/4"" 8lvs",2/18/2026,48.,52.00,"2,496.00"
PS-INV188154,10719-4,US Foods - Columbia/Lexington,F53001,"Cs. 4"" Brioche Bun 8-12pk",2/18/2026,52.,43.50,"2,262.00"
PS-INV188154,10719-4,US Foods - Columbia/Lexington,F51020,"Cs. Marble Rye 1/2"" 8lvs",2/18/2026,16.,52.00,832.00
PS-INV188154,10719-4,US Foods - Columbia/Lexington,F53024,"Cs. 4"" Challah Kaiser 8-12pk",2/18/2026,16.,38.25,612.00
PS-INV188154,10719-4,US Foods - Columbia/Lexington,F53010,Cs. Onion Roll 8-12pk,2/18/2026,4.,41.85,167.40
PS-INV188599,20334,Sysco Atlanta,F53116,"Cs. 7"" French Hinged 12",2/19/2026,56.,31.42,"1,759.52"
PS-INV188599,20334,Sysco Atlanta,F53087,"Cs. 3.5"" Challah Bun 8-12 pk",2/19/2026,112.,34.00,"3,808.00"
PS-INV188599,20334,Sysco Atlanta,F51024,"Cs. Marble Rye 5/8"" 8lvs",2/19/2026,12.,43.26,519.12
PS-INV188599,20334,Sysco Atlanta,F51127,Cs. Challah 3-Braid 8,2/19/2026,20.,43.26,865.20
PS-INV188599,20334,Sysco Atlanta,F53001,"Cs. 4"" Brioche Bun 8-12pk",2/19/2026,56.,43.36,"2,428.16"
PS-INV188599,20334,Sysco Atlanta,F53004,"Cs. 4"" Sesame Brioche 8-12pk",2/19/2026,5.,44.77,223.85
PS-INV188599,20334,Sysco Atlanta,F51034,"Cs. Sour Dough Hearth 5/8"" 8lvs",2/19/2026,20.,41.20,824.00
PS-INV188599,20334,Sysco Atlanta,F53007,"Cs. 4"" Cracked Wheat 8-12pk",2/19/2026,1.,39.87,39.87
PS-INV188599,20334,Sysco Atlanta,F53140,"Cs. Knuckies 8"" White 12-6pk",2/19/2026,20.,41.00,820.00
PS-INV188774,10719-13,US Foods - Montgomery,F53005,"Cs. 4"" Gourmet PDS Bun 8-12pk",3/4/2026,112.,37.00,"4,144.00"
PS-INV188774,10719-13,US Foods - Montgomery,F53010,Cs. Onion Roll 8-12pk,3/4/2026,28.,42.00,"1,176.00"
PS-INV188774,10719-13,US Foods - Montgomery,F53001,"Cs. 4"" Brioche Bun 8-12pk",3/4/2026,140.,42.00,"5,880.00"
PS-INV188774,10719-13,US Foods - Montgomery,F53003,"Cs. 4"" Unseeded Challah Bun 8-12pk",3/4/2026,280.,38.08,"10,662.40"
PS-INV188775,10540-03,PFG Louisville TN,F53001,"Cs. 4"" Brioche Bun 8-12pk",2/19/2026,196.,42.60,"8,349.60"
PS-INV188775,10540-03,PFG Louisville TN,F51137,"Cs. Texas Toast 3/4"" 12lvs",2/19/2026,28.,40.62,"1,137.36"
PS-INV188775,10540-03,PFG Louisville TN,F53110,Cs. Foot Long Challah Hot Dog Buns 10-6pk,2/19/2026,28.,39.25,"1,099.00"
PS-INV188775,10540-03,PFG Louisville TN,F530421,"Cs. 4.5"" Challah Buns 6-12pk.",2/19/2026,8.,38.30,306.40
PS-INV188775,10540-03,PFG Louisville TN,F53105,"Cs. 6"" White Hot Dog 16-8pk",2/19/2026,116.,34.50,"4,002.00"
PS-INV188775,10540-03,PFG Louisville TN,F53094,"Cs. 6"" Italian 12-6pks",2/19/2026,28.,35.00,980.00
PS-INV188775,10540-03,PFG Louisville TN,F53106,Cs. Large Hot Dog 12-6pk,2/19/2026,8.,36.07,288.56
PS-INV189080,12988,Sysco Norman OK,F53140,"Cs. Knuckies 8"" White 12-6pk",2/26/2026,252.,45.00,"11,340.00"
PS-INV189086,10540-02,PFG Valdosta GA,F53001,"Cs. 4"" Brioche Bun 8-12pk",2/23/2026,52.,42.60,"2,215.20"
PS-INV189086,10540-02,PFG Valdosta GA,F54301,Cs. Potato Roll Sliced 12-16pk,2/23/2026,28.,41.15,"1,152.20"
PS-INV189086,10540-02,PFG Valdosta GA,F51000,Cs. Rye Bread 8lvs,2/23/2026,8.,41.60,332.80
PS-INV189086,10540-02,PFG Valdosta GA,F53106,Cs. Large Hot Dog 12-6pk,2/23/2026,24.,35.00,840.00
PS-INV189566,11005,Dot Foods Inc.,F530142,Cs. Knot Roll 8-12pk,2/27/2026,576.,33.42,"19,249.92"
PS-INV189566,11005,Dot Foods Inc.,F540212,Cs. HBH White Mountain Roll,2/27/2026,12.,26.96,323.52
PS-INV189566,11005,Dot Foods Inc.,F540222,Cs. HBH Mini Twist,2/27/2026,32.,29.53,944.96
PS-INV189566,11005,Dot Foods Inc.,F540202,Cs. HBH Wheat Roll,2/27/2026,3.,26.22,78.66
PS-INV189568,11005,Dot Foods Inc.,F530142,Cs. Knot Roll 8-12pk,2/27/2026,384.,33.42,"12,833.28"
PS-INV189823,11394,La Cosecha Food Service,F53003,"Cs. 4"" Unseeded Challah Bun 8-12pk",2/10/2026,15.,30.32,454.80
PS-INV189823,11394,La Cosecha Food Service,F530401,"Cs. 4.5"" Sesame 6-12pk",2/10/2026,25.,34.18,854.50
PS-INV189823,11394,La Cosecha Food Service,F53127,"Cs. 8"" Philly 10-6pks",2/10/2026,12.,53.20,638.40
PS-INV190524,10719-12,US Foods - Port Orange,F53002,"Cs. 4"" Challah Sesame Bun 8-12pk",3/2/2026,600.,41.66,"24,996.00"
PS-INV190524,10719-12,US Foods - Port Orange,F52902,"Cs. 22"" Rye Baguette 10-2pk",3/2/2026,16.,42.53,680.48
PS-INV190524,10719-12,US Foods - Port Orange,F52007,"Cs. 22"" 17oz French 10",3/2/2026,16.,39.96,639.36
PS-INV190524,10719-12,US Foods - Port Orange,F53000,"Cs. 4"" Hamburger Bun 8-12pk",3/2/2026,64.,33.50,"2,144.00"
PS-INV190527,20334,Sysco Atlanta,F53116,"Cs. 7"" French Hinged 12",2/26/2026,56.,31.42,"1,759.52"
PS-INV190527,20334,Sysco Atlanta,F53087,"Cs. 3.5"" Challah Bun 8-12 pk",2/26/2026,168.,34.00,"5,712.00"
PS-INV190527,20334,Sysco Atlanta,F51024,"Cs. Marble Rye 5/8"" 8lvs",2/26/2026,12.,43.26,519.12
PS-INV190527,20334,Sysco Atlanta,F51127,Cs. Challah 3-Braid 8,2/26/2026,40.,43.26,"1,730.40"
PS-INV190527,20334,Sysco Atlanta,F53001,"Cs. 4"" Brioche Bun 8-12pk",2/26/2026,112.,43.36,"4,856.32"
PS-INV190527,20334,Sysco Atlanta,F51034,"Cs. Sour Dough Hearth 5/8"" 8lvs",2/26/2026,20.,41.20,824.00
PS-INV190527,20334,Sysco Atlanta,F53003,"Cs. 4"" Unseeded Challah Bun 8-12pk",2/26/2026,28.,38.19,"1,069.32"
PS-INV190527,20334,Sysco Atlanta,F53013,"Cs. 4"" Vidalia 8-12pk",2/26/2026,8.,45.84,366.72
PS-INV190527,20334,Sysco Atlanta,F51157,"Cs. Challah Hearth 7/8"" 8lvs",2/26/2026,12.,42.02,504.24
PS-INV190527,20334,Sysco Atlanta,F53140,"Cs. Knuckies 8"" White 12-6pk",2/26/2026,80.,41.00,"3,280.00"
PS-INV190557,13128,Gordon Food Service - Shepherdsville,F53001,"Cs. 4"" Brioche Bun 8-12pk",2/26/2026,288.,36.82,"10,604.16"
PS-INV190557,13128,Gordon Food Service - Shepherdsville,F51114,"Cs. Old Fashioned Hearth 5/8"" 8lvs",2/26/2026,112.,39.70,"4,446.40"
PS-INV190557,13128,Gordon Food Service - Shepherdsville,F56251,Cs. Challah Sliders Sliced 18-12pks,2/26/2026,440.,39.70,"17,468.00"
PS-INV190584,1-4,Heath West,F53220,Cs. 4X6 Ciabatta - 8-8pk,2/12/2026,1.,-,-
PS-INV190878,10719-2,US Foods - Fairburn,F56560,"Gluten Free 3.5"" Hamburger 36ct",3/3/2026,6.,48.57,291.42
PS-INV190878,10719-2,US Foods - Fairburn,F53010,Cs. Onion Roll 8-12pk,3/3/2026,32.,40.85,"1,307.20"
PS-INV190878,10719-2,US Foods - Fairburn,F53122,"Cs. 8"" Italian Hinged 12-6pk",3/3/2026,124.,40.90,"5,071.60"
PS-INV190878,10719-2,US Foods - Fairburn,F53003,"Cs. 4"" Unseeded Challah Bun 8-12pk",3/3/2026,56.,38.08,"2,132.48"
PS-INV190878,10719-2,US Foods - Fairburn,F53024,"Cs. 4"" Challah Kaiser 8-12pk",3/3/2026,72.,40.22,"2,895.84"
PS-INV190878,10719-2,US Foods - Fairburn,F53005,"Cs. 4"" Gourmet PDS Bun 8-12pk",3/3/2026,48.,40.11,"1,925.28"
PS-INV191061,10540-03,PFG Louisville TN,F53001,"Cs. 4"" Brioche Bun 8-12pk",2/26/2026,280.,42.60,"11,928.00"
PS-INV191061,10540-03,PFG Louisville TN,F51137,"Cs. Texas Toast 3/4"" 12lvs",2/26/2026,16.,40.62,649.92
PS-INV191061,10540-03,PFG Louisville TN,F53091,"Cs. 6"" Hoagie Slab Cut",2/26/2026,28.,35.00,980.00
PS-INV191061,10540-03,PFG Louisville TN,F53110,Cs. Foot Long Challah Hot Dog Buns 10-6pk,2/26/2026,56.,39.25,"2,198.00"
PS-INV191061,10540-03,PFG Louisville TN,F530421,"Cs. 4.5"" Challah Buns 6-12pk.",2/26/2026,44.,38.30,"1,685.20"
PS-INV191061,10540-03,PFG Louisville TN,F53094,"Cs. 6"" Italian 12-6pks",2/26/2026,140.,35.00,"4,900.00"
PS-INV191061,10540-03,PFG Louisville TN,F53072,"Cs. 5"" Challah Bun 8-8pk",2/26/2026,4.,38.07,152.28
PS-INV191061,10540-03,PFG Louisville TN,F53106,Cs. Large Hot Dog 12-6pk,2/26/2026,20.,36.07,721.40
PS-INV191061,10540-03,PFG Louisville TN,F51034,"Cs. Sour Dough Hearth 5/8"" 8lvs",2/26/2026,48.,43.82,"2,103.36"
PS-INV191061,10540-03,PFG Louisville TN,F52552,"Cs. Multigrain Batard 5/8"" 8lvs",2/26/2026,4.,64.00,256.00
PS-INV191061,10540-03,PFG Louisville TN,F51200,"Cs. Jalapeno Corn Hearth 5/8"" 8lvs",2/26/2026,4.,60.70,242.80
PS-INV191064,12989,Sysco Little Rock Arkansas,F53116,"Cs. 7"" French Hinged 12",3/4/2026,28.,35.75,"1,001.00"
PS-INV191064,12989,Sysco Little Rock Arkansas,F53001,"Cs. 4"" Brioche Bun 8-12pk",3/4/2026,56.,50.60,"2,833.60"
PS-INV191064,12989,Sysco Little Rock Arkansas,F53115,"Cs. 7"" French Unsliced 12-6pk",3/4/2026,196.,35.00,"6,860.00"
PS-INV191843,10700,Gordon Food Service - Douglas,F53002,"Cs. 4"" Challah Sesame Bun 8-12pk",3/2/2026,36.,41.70,"1,501.20"
PS-INV191843,10700,Gordon Food Service - Douglas,F51361,"Cs. Honey Wheat Pullman 7/8"" 10lvs",3/2/2026,48.,41.49,"1,991.52"
PS-INV191843,10700,Gordon Food Service - Douglas,F51384,"Cs. Challah Pullman 7/8""",3/2/2026,192.,48.49,"9,310.08"
PS-INV191843,10700,Gordon Food Service - Douglas,F56255,Cs. English Muffin 30-6pk,3/2/2026,32.,36.30,"1,161.60"
PS-INV191843,10700,Gordon Food Service - Douglas,F51084,Cs. Wheatberry Hearth,3/2/2026,28.,33.30,932.40
PS-INV191843,10700,Gordon Food Service - Douglas,F53001,"Cs. 4"" Brioche Bun 8-12pk",3/2/2026,140.,36.82,"5,154.80"
PS-INV191843,10700,Gordon Food Service - Douglas,F51114,"Cs. Old Fashioned Hearth 5/8"" 8lvs",3/2/2026,56.,39.70,"2,223.20"
PS-INV191843,10700,Gordon Food Service - Douglas,F56251,Cs. Challah Sliders Sliced 18-12pks,3/2/2026,140.,39.70,"5,558.00"
PS-INV191843,10700,Gordon Food Service - Douglas,F53005,"Cs. 4"" Gourmet PDS Bun 8-12pk",3/2/2026,48.,36.00,"1,728.00"
PS-INV191844,10540-02,PFG Valdosta GA,F53001,"Cs. 4"" Brioche Bun 8-12pk",3/2/2026,12.,42.60,511.20
PS-INV191844,10540-02,PFG Valdosta GA,F54301,Cs. Potato Roll Sliced 12-16pk,3/2/2026,8.,41.15,329.20
PS-INV191844,10540-02,PFG Valdosta GA,F53110,Cs. Foot Long Challah Hot Dog Buns 10-6pk,3/2/2026,24.,-,-
PS-INV191844,10540-02,PFG Valdosta GA,F51000,Cs. Rye Bread 8lvs,3/2/2026,8.,41.60,332.80
PS-INV191844,10540-02,PFG Valdosta GA,F53105,"Cs. 6"" White Hot Dog 16-8pk",3/2/2026,24.,34.50,828.00
PS-INV191950,12431,Ben E Keith - New Brockton,F54301,Cs. Potato Roll Sliced 12-16pk,3/3/2026,28.,50.05,"1,401.40"
PS-INV191950,12431,Ben E Keith - New Brockton,F51137,"Cs. Texas Toast 3/4"" 12lvs",3/3/2026,336.,36.00,"12,096.00"
PS-INV191950,12431,Ben E Keith - New Brockton,F53122,"Cs. 8"" Italian Hinged 12-6pk",3/3/2026,56.,30.00,"1,680.00"
PS-INV191950,12431,Ben E Keith - New Brockton,F53087,"Cs. 3.5"" Challah Bun 8-12 pk",3/3/2026,84.,40.00,"3,360.00"
PS-INV191956,10511,"Sysco Nashville, LLC",F53072,"Cs. 5"" Challah Bun 8-8pk",3/4/2026,32.,37.05,"1,185.60"
PS-INV191956,10511,"Sysco Nashville, LLC",F51200,"Cs. Jalapeno Corn Hearth 5/8"" 8lvs",3/4/2026,32.,60.07,"1,922.24"
PS-INV191956,10511,"Sysco Nashville, LLC",F51414,"Cs. Cranberry 9 Grain Hearth 5/8"" 8lvs",3/4/2026,28.,64.00,"1,792.00"
PS-INV191956,10511,"Sysco Nashville, LLC",F53001,"Cs. 4"" Brioche Bun 8-12pk",3/4/2026,180.,46.10,"8,298.00"
PS-INV191956,10511,"Sysco Nashville, LLC",F530491,Cs. 4.5 Brioche Bun 6-12pk,3/4/2026,28.,36.35,"1,017.80"
PS-INV191956,10511,"Sysco Nashville, LLC",F53116,"Cs. 7"" French Hinged 12",3/4/2026,64.,38.00,"2,432.00"
PS-INV191956,10511,"Sysco Nashville, LLC",F53128,"Cs. 8"" Philly Unsliced 10-6pk",3/4/2026,140.,45.00,"6,300.00"
PS-INV192243,Z10700,Sysco-Charlotte,F52564,"Cs. Rye Batard 5/8"" 8lvs",2/24/2026,64.,46.38,"2,968.32"
PS-INV192243,Z10700,Sysco-Charlotte,F51384,"Cs. Challah Pullman 7/8""",2/24/2026,260.,51.38,"13,358.80"
PS-INV192243,Z10700,Sysco-Charlotte,F51077,"Cs. Oatie Multigrain 5/8"" 8lvs",2/24/2026,12.,54.38,652.56
PS-INV192243,Z10700,Sysco-Charlotte,F52544,"Cs. Sour Dough Batard 5/8"" 8lvs",2/24/2026,55.,61.02,"3,356.10"
PS-INV192243,Z10700,Sysco-Charlotte,F51044,"Cs. Vienna 5/8"" 8lvs",2/24/2026,84.,28.50,"2,394.00"
PS-INV192247,10719-6,US Foods - Alcoa TN.,F51136,"Cs. Texas Toast 1"" 12lvs",3/11/2026,76.,40.12,"3,049.12"
PS-INV192247,10719-6,US Foods - Alcoa TN.,F51004,"Cs. Rye 5/8"" 8lvs",3/11/2026,24.,42.03,"1,008.72"
PS-INV192247,10719-6,US Foods - Alcoa TN.,F53025,Cs. Sesame Challah Kaiser 8-12pk,3/11/2026,152.,39.00,"5,928.00"
PS-INV192247,10719-6,US Foods - Alcoa TN.,F53087,"Cs. 3.5"" Challah Bun 8-12 pk",3/11/2026,96.,36.24,"3,479.04"
PS-INV192247,10719-6,US Foods - Alcoa TN.,F51066,"Cs. Honey Wheat 3/4"" 8lvs",3/11/2026,28.,35.21,985.88
PS-INV192247,10719-6,US Foods - Alcoa TN.,F53001,"Cs. 4"" Brioche Bun 8-12pk",3/11/2026,140.,45.49,"6,368.60"
PS-INV192247,10719-6,US Foods - Alcoa TN.,F530501,"Cs. 4.5"" Challah Kaiser 6-12pk",3/11/2026,28.,37.02,"1,036.56"
PS-INV192247,10719-6,US Foods - Alcoa TN.,F51084,Cs. Wheatberry Hearth,3/11/2026,4.,52.47,209.88
PS-INV192247,10719-6,US Foods - Alcoa TN.,F51157,"Cs. Challah Hearth 7/8"" 8lvs",3/11/2026,28.,44.15,"1,236.20"
PS-INV192247,10719-6,US Foods - Alcoa TN.,F53006,"Cs. 4"" Wheat Bun 8-12pk",3/11/2026,12.,40.22,482.64
PS-INV192247,10719-6,US Foods - Alcoa TN.,F53127,"Cs. 8"" Philly 10-6pks",3/11/2026,70.,42.37,"2,965.90"
PS-INV192247,10719-6,US Foods - Alcoa TN.,F51343,"Cs. White Bread Pullman 3/4"" 10lvs",3/11/2026,14.,42.22,591.08
PS-INV192247,10719-6,US Foods - Alcoa TN.,F53086,"Cs. 3.5"" Plain Hamburger Bun 8-12pk",3/11/2026,8.,36.24,289.92
PS-INV192247,10719-6,US Foods - Alcoa TN.,F52035,Cs. French Boule 12-2pk,3/11/2026,44.,32.55,"1,432.20"
PS-INV192247,10719-6,US Foods - Alcoa TN.,F53106,Cs. Large Hot Dog 12-6pk,3/11/2026,12.,35.57,426.84
PS-INV192247,10719-6,US Foods - Alcoa TN.,F52032,Cs. 8oz Sour Dough Boule 12-2pk,3/11/2026,36.,41.25,"1,485.00"
PS-INV192247,10719-6,US Foods - Alcoa TN.,F53024,"Cs. 4"" Challah Kaiser 8-12pk",3/11/2026,32.,40.22,"1,287.04"
PS-INV192247,10719-6,US Foods - Alcoa TN.,F56251,Cs. Challah Sliders Sliced 18-12pks,3/11/2026,36.,41.50,"1,494.00"
PS-INV192306,10547,PFG Hale TN,F51024,"Cs. Marble Rye 5/8"" 8lvs",3/3/2026,56.,46.25,"2,590.00"
PS-INV192306,10547,PFG Hale TN,F53001,"Cs. 4"" Brioche Bun 8-12pk",3/3/2026,60.,42.00,"2,520.00"
PS-INV192306,10547,PFG Hale TN,F530421,"Cs. 4.5"" Challah Buns 6-12pk.",3/3/2026,252.,38.30,"9,651.60"
PS-INV192306,10547,PFG Hale TN,F53094,"Cs. 6"" Italian 12-6pks",3/3/2026,140.,36.47,"5,105.80"
PS-INV192306,10547,PFG Hale TN,F53000,"Cs. 4"" Hamburger Bun 8-12pk",3/3/2026,36.,33.25,"1,197.00"
PS-INV192306,10547,PFG Hale TN,F53098,Cs. Onion Club 12-6pk,3/3/2026,48.,35.75,"1,716.00"
PS-INV192318,1-4,Heath West,F51044,"Cs. Vienna 5/8"" 8lvs",2/18/2026,2.,-,-
PS-INV192354,10549,PFG Nashville TN,F53003,"Cs. 4"" Unseeded Challah Bun 8-12pk",3/9/2026,112.,34.50,"3,864.00"
PS-INV192354,10549,PFG Nashville TN,F53070,"Cs. 5"" Challah Sesame Buns ",3/9/2026,32.,34.50,"1,104.00"
PS-INV192770,1-4,Heath West,F51044,"Cs. Vienna 5/8"" 8lvs",2/19/2026,1.,-,-
PS-INV192777,1-4,Heath West,F53106,Cs. Large Hot Dog 12-6pk,2/19/2026,1.,-,-
PS-INV192803,10719-3,US Foods - Raleigh/Zebulon,F53002,"Cs. 4"" Challah Sesame Bun 8-12pk",3/12/2026,0.,41.66,-
PS-INV192803,10719-3,US Foods - Raleigh/Zebulon,F52902,"Cs. 22"" Rye Baguette 10-2pk",3/12/2026,0.,42.53,-
PS-INV192803,10719-3,US Foods - Raleigh/Zebulon,F51026,"Cs. Marble Rye 3/4"" 8lvs",3/12/2026,24.,52.00,"1,248.00"
PS-INV192806,10540-01,PFG Johnson City TN,F53136,"Cs. 8"" Squaw 12-6pks",3/5/2026,12.,37.00,444.00
PS-INV192806,10540-01,PFG Johnson City TN,F56251,Cs. Challah Sliders Sliced 18-12pks,3/5/2026,20.,42.11,842.20
PS-INV192806,10540-01,PFG Johnson City TN,F53003,"Cs. 4"" Unseeded Challah Bun 8-12pk",3/5/2026,84.,38.75,"3,255.00"
PS-INV192806,10540-01,PFG Johnson City TN,F531052,"Cs. 6"" Hot Dog Top Sliced 12-12pk",3/5/2026,8.,40.78,326.24
PS-INV192806,10540-01,PFG Johnson City TN,F51157,"Cs. Challah Hearth 7/8"" 8lvs",3/5/2026,8.,44.65,357.20
PS-INV192806,10540-01,PFG Johnson City TN,F51136,"Cs. Texas Toast 1"" 12lvs",3/5/2026,16.,40.62,649.92
PS-INV192806,10540-01,PFG Johnson City TN,F53094,"Cs. 6"" Italian 12-6pks",3/5/2026,132.,35.00,"4,620.00"
PS-INV192806,10540-01,PFG Johnson City TN,F51024,"Cs. Marble Rye 5/8"" 8lvs",3/5/2026,8.,53.00,424.00
PS-INV192806,10540-01,PFG Johnson City TN,F51034,"Cs. Sour Dough Hearth 5/8"" 8lvs",3/5/2026,12.,43.82,525.84
PS-INV192806,10540-01,PFG Johnson City TN,F51383,"Cs. Challah Pullman 3/4"" 10lvs",3/5/2026,12.,55.13,661.56
PS-INV192858,10719-4,US Foods - Columbia/Lexington,F53010,Cs. Onion Roll 8-12pk,3/5/2026,16.,41.85,669.60
PS-INV192858,10719-4,US Foods - Columbia/Lexington,F53093,"Cs. 6"" Philly Unsliced",3/5/2026,4.,47.20,188.80
PS-INV192858,10719-4,US Foods - Columbia/Lexington,F51026,"Cs. Marble Rye 3/4"" 8lvs",3/5/2026,68.,52.00,"3,536.00"
PS-INV192858,10719-4,US Foods - Columbia/Lexington,F53001,"Cs. 4"" Brioche Bun 8-12pk",3/5/2026,160.,43.50,"6,960.00"
PS-INV192858,10719-4,US Foods - Columbia/Lexington,F51020,"Cs. Marble Rye 1/2"" 8lvs",3/5/2026,16.,52.00,832.00
PS-INV192858,10719-4,US Foods - Columbia/Lexington,F53024,"Cs. 4"" Challah Kaiser 8-12pk",3/5/2026,16.,38.25,612.00
PS-INV192858,10719-4,US Foods - Columbia/Lexington,F51044,"Cs. Vienna 5/8"" 8lvs",3/5/2026,28.,40.00,"1,120.00"
PS-INV192862,20334,Sysco Atlanta,F53116,"Cs. 7"" French Hinged 12",3/5/2026,84.,31.42,"2,639.28"
PS-INV192862,20334,Sysco Atlanta,F53087,"Cs. 3.5"" Challah Bun 8-12 pk",3/5/2026,112.,34.00,"3,808.00"
PS-INV192862,20334,Sysco Atlanta,F51024,"Cs. Marble Rye 5/8"" 8lvs",3/5/2026,12.,43.26,519.12
PS-INV192862,20334,Sysco Atlanta,F51127,Cs. Challah 3-Braid 8,3/5/2026,40.,43.26,"1,730.40"
PS-INV192862,20334,Sysco Atlanta,F53001,"Cs. 4"" Brioche Bun 8-12pk",3/5/2026,84.,43.36,"3,642.24"
PS-INV192862,20334,Sysco Atlanta,F51034,"Cs. Sour Dough Hearth 5/8"" 8lvs",3/5/2026,20.,41.20,824.00
PS-INV192862,20334,Sysco Atlanta,F53007,"Cs. 4"" Cracked Wheat 8-12pk",3/5/2026,1.,39.87,39.87
PS-INV192876,13092,Sysco WEST COAST,F51137,"Cs. Texas Toast 3/4"" 12lvs",3/11/2026,336.,35.00,"11,760.00"
PS-INV192876,13092,Sysco WEST COAST,F530491,Cs. 4.5 Brioche Bun 6-12pk,3/11/2026,140.,39.65,"5,551.00"
PS-INV192906,10899,Wood Fruitticher Grocery Co.,F53072,"Cs. 5"" Challah Bun 8-8pk",3/5/2026,16.,34.93,558.88
PS-INV192906,10899,Wood Fruitticher Grocery Co.,F53003,"Cs. 4"" Unseeded Challah Bun 8-12pk",3/5/2026,72.,35.48,"2,554.56"
PS-INV192906,10899,Wood Fruitticher Grocery Co.,F53000,"Cs. 4"" Hamburger Bun 8-12pk",3/5/2026,168.,28.33,"4,759.44"
PS-INV192906,10899,Wood Fruitticher Grocery Co.,F51137,"Cs. Texas Toast 3/4"" 12lvs",3/5/2026,120.,28.49,"3,418.80"
PS-INV192906,10899,Wood Fruitticher Grocery Co.,F51130,Cs. Club White 12lvs,3/5/2026,64.,28.49,"1,823.36"
PS-INV192906,10899,Wood Fruitticher Grocery Co.,F53094,"Cs. 6"" Italian 12-6pks",3/5/2026,196.,25.25,"4,949.00"
PS-INV192906,10899,Wood Fruitticher Grocery Co.,F51006,"Cs. Rye 3/4"" 8lvs",3/5/2026,16.,36.63,586.08
